,amenities,usableAreas,description,title,unitTypes,parkingSpaces,suites,bathrooms,usageTypes,bedrooms,neighborhood,lat,lon,condoFee,rentPrice,iptu
75,[],50.0,"Apartamento na Messejana com 02 quartos, sala, cozinha, wc social, area de serviço e 01 vg.<br><br>Água e Luz individuais<br><br>Sem taxa de condomínio<br><br>Sem IPTU<br><br>*Valor sujeito a alteração sem aviso prévio",APARTAMENTO NA MESSEJANA,APARTMENT,0.0,0.0,0.0,RESIDENTIAL,2.0,Guajiru,-3.831749,-38.477182,0,750,0
76,[],65.0,"COZINHA, 1 BANHEIRO SOCIAL,FACHADA PRINCIPAL, AGUA: CAGECE COM HIDRÔMETRO,SALA DE ESTAR, 2 QUARTO(S), REGISTRO DE CHUVEIRO: DE PLASTICO EM 1º BANHEIRO SOCIAL, VASO SANITARIO: TRADICIONAL DE LOUÇA EM 1º BANHEIRO SOCIAL, RALO: DE PLASTICO EM 1º BANHEIRO SOCIAL, PORTA: SANFONADAS EM 1º BANHEIRO SOCIAL, PISO: DE CERAMICAS EM 1º BANHEIRO SOCIAL, INTERRUPTOR: NÃO APRESENTAM EM 1º BANHEIRO SOCIAL, ILUMINACAO TETO: SPOT SIMPLES EM 1º BANHEIRO SOCIAL, DESCARGA: EM CAIXA PLASTICA ALTA EM 1º BANHEIRO SOCIAL, CHUVEIRO: DE PLASTICO EM 1º BANHEIRO SOCIAL","Casa com 2 quartos, sala, cozinha e quintal!",HOME,0.0,0.0,0.0,RESIDENTIAL,2.0,Monte Castelo,-3.72241,-38.558499,0,450,0
77,[],60.0,"Apartamento/Loja em pleno corredor comercial, podendo servir para seu comercio e sua residência. Próximo a clínicas, enel, auto peças e etc.","Loja para aluguel, 1 quarto(s), Fortaleza/CE",BUSINESS,0.0,0.0,0.0,COMMERCIAL,1.0,,-3.7304512,-38.5217989,0,800,370
78,"['GOURMET_BALCONY', 'INTERCOM', 'SERVICE_AREA']",381.0,"CASA PARA LOCAÇÃO COMERCIAL, IDEAL PARA CLINICA MEDICA, ESCRITORIO E AFINS. AREA DE TERRENO 381 M², AREA CONSTRUIDA 171 M², OTIMO ESTADO DE CONSERVAÇÃO, GARAGEM PARA VARIOS VEICULOS, VARANDA, SALA DE ESTAR E JANTAR, CORREDOR, BANHEIRO SOCIAL, 03 QUARTOS SENDO 01 SUITE, COZINHA COM ARMARIOS, DESPENSA, DEPENDENCIA COMPLETA, AREA DE SERVIÇO, QUINTAL, DEPOSITO NOS FUNDOS, ALARME E CERCA ELETRICA, NAS PROXIMIDADES DA RUA FREI MANSUETO.","CASA PARA LOCAÇÃO COMERCIAL, IDEAL PARA CLINICA MEDICA, ESCRITORIO E AFINS. AREA DE TERRENO 381 M²,",HOME,5.0,1.0,1.0,RESIDENTIAL,3.0,Meireles,-3.734882,-38.485107,0,4000,2355
79,[],380.0,"Casa de esquina, avarandada, 320m2, três quartos sendo suítes, armários nos principais cômodos, sala, cozinha, dce, quintal, garagem p/ 6 carros. Segurança eletrônica, Área murada, Portão eletrônico. Piscina, ar condicionado, churrasqueira. Próximo Condomínio Costa Azul residente.","Casa de esquina, avarandada, 320m2, três quartos sendo suítes, armários nos principais cômodos, sala",HOME,0.0,3.0,3.0,RESIDENTIAL,3.0,Cambeba,-3.810431,-38.479927,0,3500,0
80,[],10.0,"SALA, 2 QUARTOS, COZINHA, BANHEIRO, LAVANDERIA",Apartamento no jardim das oliveiras,APARTMENT,0.0,0.0,0.0,RESIDENTIAL,2.0,Jardim das Oliveiras,-3.779027,-38.498923,0,550,0
81,[],55.0,"Boa localização, apartamento com 55m², com 03 quartos (Sendo 01 suíte), sala, cozinha americana com armário fixo, wc social, área de serviço e 01 vaga de garagem. Condomínio: R$ 574,00 (Incluso água e gás/Sujeito a alterações).","Boa localização, apartamento com 55m², com 03 quartos (Sendo 01 suíte), sala, cozinha americana com",APARTMENT,1.0,1.0,1.0,RESIDENTIAL,2.0,Aldeota,-3.746954,-38.519109,0,900,0
82,"['KITCHEN', 'INTERCOM']",60.0,"AP1737- Imobiliária Luiz Rêgo Aluga Apartamento na Maraponga com :<br><br>sala / cozinha americana /2 quartos sendo 1 suíte reversível / área de serviço / 1 vaga.<br><br>Condomínio com: cerca elétrica, interfone, portão automático, aceita animais, incluso água.<br>Condomínio R$ 80,00 (*valor sujeito de alteração sem aviso prévio).<br><br>Alugamos com fiador ou caução.<br><br>Para maiores informações ou pelo WhatsApp / / . -",AP1737- Aluga apartamento na Maraponga com 2 quartos e 1 vaga,APARTMENT,1.0,1.0,1.0,RESIDENTIAL,2.0,Jardim Cearense,-3.802849,-38.569805,80,700,77
83,[],8250.0,"Excelente prédio comercial para industrias, armazém, etc, servindo para vários tipos de atividades comerciais, mais de 8000 m² de área construída, podendo ser desmembrado. Perto de Shopping, hospitais, terminal de ônibus etc. Galpões, escritórios, refeitórios, área para estacionamento de veículos.",Galpão/Depósito/Armazém para aluguel com 8250 metros quadrados em Itaoca - Fortaleza - CE,SHED_DEPOSIT_WAREHOUSE,50.0,0.0,0.0,COMMERCIAL,0.0,Itaoca,-3.7304512,-38.5217989,0,80000,50000
84,"['KITCHEN', 'SERVICE_AREA']",134.0,"apartamento em excelente localização, a 100 metros do shopping Via Sul com fácil acesso as avenidas Washington soares e Oliveira Paiva, próximo a bancos, supermercados, farmácias, padarias, ponto de ônibus e restaurantes.<br><br>venha e agende a sua visita!!! -","Apartamento com 3 dormitórios para alugar, 134 m² por R$ 1.000,00/mês - Parque Manibura - Fortaleza/",APARTMENT,2.0,1.0,1.0,RESIDENTIAL,3.0,Parque Manibura,-3.795188,-38.481231,350,1000,458
85,[],30.0,"CASA PROXIMO A AVENIDA FRANCISCO SÁ, SALA, SUITE, COZINHA, PINTURA NOVA, PISO CERÂMICA. ACEITA CAUÇÃO COMO GARANTIA LOCATÍCIA. CAUÇÃO DE UM ALUGUEL.","CASA PROXIMO A AVENIDA FRANCISCO SÁ, SALA, SUITE, COZINHA, PINTURA NOVA, PISO CERÂMICA. ACEITA CAUÇÃ",APARTMENT,0.0,0.0,0.0,RESIDENTIAL,1.0,Cristo Redentor,-3.713925,-38.565875,0,450,43
86,"['ELEVATOR', 'BALCONY', 'PETS_ALLOWED', 'GARAGE', 'PARTY_HALL', 'NEAR_ACCESS_ROADS', 'NEAR_SCHOOL', 'NEAR_HOSPITAL', 'NEAR_SHOPPING_CENTER', 'NEAR_PUBLIC_TRANSPORT', 'SECURITY_24_HOURS']",98.0,"O bairro Meireles é conhecido por possuir bons restaurantes, farmácias, supermercados, praças, hospitais e está próximo a algumas das melhores vias de acesso da cidade. Além de possuir construções modernas e que cada vez mais se valorizam. Morar em um local assim agora é possível! <br><br>O apartamento é espaçoso; são 98m² bem distribuídos em 3 quartos, dos quais 1 deles é suíte, sala arejada, 2 banheiros, área de serviço e 1 vaga na garagem. A cozinha, quartos e banheiros já contam com armários embutidos. Além disso, é possível apreciar da varanda desse canto, uma linda vista para o bairro.<br><br>Nas dependências do edifício você aproveita de áreas comuns como um lindo hall de entrada, salão de festas, além de contar com a segurança 24h de um condomínio fechado.<br><br>Não perca mais tempo, vem morar pertinho do mar! Entre em contato conosco e agende já sua visita com um de nossos consultores.]]>",,APARTMENT,1.0,1.0,1.0,RESIDENTIAL,3.0,Meireles,-3.725284,-38.504818,830,1800,97
87,[],34.0,"Excelente oportunidade para seu negócio! Loja no Yasa Shopping, localizado no bairro Parangaba em uma dias vias mais movimentadas e aquecidas para comércio e serviços na região, a Av. Godofredo Maciel. Imóvel com 34m², salão de loja, sala e 1 quarto para depósito. Aproveite essa oportunidade para iniciar ou ampliar seu negócio. Agende já sua visita!",FORTALEZA - Loja de Shopping/Centro Comercial - PARANGABA,COMMERCIAL_PROPERTY,0.0,0.0,0.0,COMMERCIAL,0.0,Parangaba,-3.7304512,-38.5217989,359,3200,0
88,[],20.0,"Excelente sala comercial, 2º andar, ótima iluminação e ventilação, 20 m, com banheiro, sem condomínio, 01 vaga de garagem. Avenida de grande circulação.Ponto ref.ao lado madereira real,subindo para viaduto.","Excelente sala comercial, 2º andar, ótima iluminação e ventilação, 20 m, com banheiro, sem condomíni",COMMERCIAL_PROPERTY,0.0,0.0,0.0,COMMERCIAL,0.0,Lagoa Redonda,-3.807749,-38.476717,0,800,0
89,"['KITCHEN', 'SERVICE_AREA']",277.0,"IMÓVEL:<br>Ampla Sala, varanda, 3 Suítes com armários, 1 banheiro social, cozinha com armários, área de serviço. Dependência de empregada completa. 4º andar.<br><br>CONDOMÍNIO: 03 vagas de garagem com 1 depósito no subsolo, portaria 24h, salão de festas.<br>(Consumo de água e gás incluso no condomínio).<br>VALOR CONDOMÍNIO: R$2.958,51 ( ref. 04/2022).<br>são permitidos animais no condômino.<br><br>LOCALIZAÇÃO: Rua Ana Bilhar nº150, próximo à Clínica Integrada Walter Torquato, avenida Abolição, Rua Silva Jatahy, pão de açúcar supermercado, farmácia. -","Apartamento com 3 dormitórios, 276 m² - venda por R$ 1.590.000,00 ou aluguel por R$ 8.000,00/mês - M",APARTMENT,3.0,3.0,3.0,RESIDENTIAL,3.0,Meireles,-3.728646,-38.498739,2959,8000,342
90,"['ELEVATOR', 'GATED_COMMUNITY', 'BALCONY', 'PETS_ALLOWED', 'SERVICE_AREA', 'PARTY_HALL', 'CONCIERGE_24H', 'RECREATION_AREA', 'BEDROOM_WARDROBE', 'KITCHEN_CABINETS', 'BATHROOM_CABINETS', 'INTERCOM', 'SMALL_ROOM', 'ENTRANCE_HALL', 'RECEPTION', 'ELECTRONIC_GATE', 'NATURAL_VENTILATION']",50.0,"Ideal para acomodar sua família com todo conforto e segurança que ela merece, apresentamos um apartamento localizado no bairro Presidente Kennedy, próximo a algumas das principais vias de acesso da cidade, onde você poderá desfrutar de uma diversidade de supermercados, bares, restaurantes, escolas, farmácias, e shoppings; como Riomar Kennedy e North Shopping, tudo bem próximo do seu lar. O imóvel se encontra bem conservado com excelente acabamento, e conta com 50m², distribuídos em 2 quartos, sendo um deles suíte, ampla sala, 2 banheiros, 1 vaga na garagem, varanda bem arejada, sacada, já possui móveis fixos e o ambiente é todo revestido com piso porcelanato. Além disso, o condomínio oferece um sofisticado e espaçoso salão de festas, e toda a segurança que você busca para viver tranquilamente e reunir os amigos nos finais de semana. Aproveite essa oportunidade, seu novo lar lhe espera! Ligue agora mesmo e marque sua visita com um de nossos consultores.","Apartamento, Presidente Kennedy, 2 Quartos",APARTMENT,1.0,1.0,1.0,RESIDENTIAL,2.0,Presidente Kennedy,-3.727892,-38.569263,370,1300,80
91,"['GARAGE', 'KITCHEN', 'POOL']",62.0,"IMOBILIÁRIA FERNANDO FREITAS - CRECI 967J<br><br>Apartamento NOVO 62m², 2 Quartos, Sala, Cozinha, Área de serviço, WC SOcial, 1 vaga de garagem, Piscina, Salão de festas, Playground. Próximo a BR-116.<br><br>Aluguel: 700,00<br>Condomínio: R$ 288,00 (Cobrado Consumo da água)<br>Rua Daura, 151 - Apto 106 Bl.01 - Barroso<br><br>-Ligue agora e marque uma visita com um de nossos corretores / WhatsApp","Barroso Apto 62m² NOVO, 2 Quartos, Sala, Cozinha, Piscina, Salão de festas, 1 Vaga de garagem",APARTMENT,1.0,0.0,0.0,RESIDENTIAL,2.0,Barroso,-3.7304512,-38.5217989,288,700,0
92,[],37.0,"Excelente oportunidade para você que está buscando iniciar ou ampliar um negócio! Loja disponível para locação no centro comercial Marte Center, situado no bairro Aldeota, em localização bastante estratégica para comércio e serviços na cidade. Fica na Av. Santos Dumont, um dos principais corredores comerciais de Fortaleza, entre as ruas Tibúrcio Cavalcante e Joaquim Nabuco, bem próximo ao supermercado Frangolândia. Imóvel com 37m², salão de loja, banheiro privativo, mezanino, além do estacionamento para clientes disponibilizado pelo empreendimento. Aproveite e agende agora mesmo sua visita!",FORTALEZA - Loja de Shopping/Centro Comercial - ALDEOTA,COMMERCIAL_PROPERTY,0.0,0.0,0.0,COMMERCIAL,0.0,Aldeota,-3.7304512,-38.5217989,1250,4200,0
93,[],4.0,"Box em Messejana<br><br>com aproximadamente 4m², forrado.<br><br>R$: 420,00<br><br>Contato: -","Ponto para alugar, 4 m² por R$ 420,00/mês - Messejana - Fortaleza/CE",BUSINESS,0.0,0.0,0.0,COMMERCIAL,0.0,Messejana,-3.7304512,-38.5217989,0,420,0
94,['GATED_COMMUNITY'],3685.0,TERRENO COM INFRAESTRUTURA PARA FACULDADES OU ESCOLAS. -,Área Privilegiada no Benfica,COMMERCIAL_ALLOTMENT_LAND,0.0,0.0,0.0,COMMERCIAL,0.0,Benfica,-3.743623,-38.541977,0,40000,0
95,['KITCHEN'],35.0,"Apartamento 01 quarto, cozinha, 01 banheiro, sem vaga de garagem, localizado na Barão de Aquiraz - Messejana<br><br>Informações: -","Apartamento para alugar, 35 m² por R$ 600,00/mês - Messejana - Fortaleza/CE",APARTMENT,0.0,0.0,0.0,RESIDENTIAL,2.0,Coaçu,-3.8447,-38.48153,0,600,0
96,"['BARBECUE_GRILL', 'BACKYARD']",455.0,"Casa no bairro Engenheiro Luciano Cavalcante de 455m² com amplo espaço para veículos.<br><br>Imóvel disponível apenas para COMERCIAL, ideal para salão de beleza, escritório de advocacia ou clínica de psicologia entre outros.<br><br>Localizada em região de crescente movimento, próximo a supermercado, padaria, restaurante e petshop.<br><br>Agende já sua visita! -","Casa com 4 dormitórios para alugar, 455 m² por R$ 7.500,00/mês - Luciano Cavalcante - Fortaleza/CE",COMMERCIAL_PROPERTY,5.0,3.0,3.0,COMMERCIAL,4.0,Engenheiro Luciano Cavalcante,-3.7304512,-38.5217989,0,7500,0
97,['INTERCOM'],77.0,"APARTAMENTO EM ÓTIMA LOCALIZAÇÃO, COM 03 QUARTOS SENDO 01 SUÍTE, 01 VAGA DE GARAGEM, SALA DE ESTAR, SALA DE JANTAR, BANHEIRO SOCIAL, COZINHA, ÁREA DE SERVIÇO, DEPENDÊNCIA.","APARTAMENTO EM ÓTIMA LOCALIZAÇÃO, COM 03 QUARTOS SENDO 01 SUÍTE, 01 VAGA DE GARAGEM, SALA DE ESTAR,",APARTMENT,1.0,1.0,1.0,RESIDENTIAL,3.0,Parreão,-3.759157,-38.537702,750,1000,3200
98,"['GOURMET_BALCONY', 'ELEVATOR', 'SERVICE_AREA']",178.0,"ALUGO APARTAMENTO ESTÁ LOCALIZADO NO BAIRRO DIONÍSIO TORRES, COM 03 QUARTOS, 02 SUÍTES, 1 BANHEIRO SOCIAL, SALA COM VARANDA INTEGRADA, COZINHA, DEPENDÊNCIA, 01 VAGA DE GARAGEM, PORTARIA ELETRÔNICA, IPTU GRÁTIS, ALUGUEL MAIS CONDOMÍNIO R$ 2.200,00. AGENDE SUA VISITA.","ALUGO APARTAMENTO ESTÁ LOCALIZADO NO BAIRRO DIONÍSIO TORRES, COM 03 QUARTOS, 02 SUÍTES, 1 BANHEIRO S",APARTMENT,1.0,1.0,1.0,RESIDENTIAL,3.0,Dionisio Torres,-3.748988,-38.503182,0,2200,0
99,['KITCHEN'],24.0,AP1505 - Imobiliária Luiz Rêgo aluga apartamento no Centro sem taxa de condomínio com :<br><br>Quarto / cozinha / banheiro / sem taxa de condomínio.<br><br>Alugamos com fiador ou caução.<br><br>Para maiores informações: ou pelo WhatsApp / -,AP1505- Aluga Apartamento no Centro de 1 quarto sem taxa de condomínio,APARTMENT,0.0,0.0,0.0,RESIDENTIAL,1.0,Centro,-3.726446,-38.520382,0,500,0
0,[],75.0,"Adriano Freire Imóveis aluga casa na Cidade 2000, com 2 quartos (sendo 1 suíte), sala em L, cozinha ampla com armários, banheiro social, área de serviço e 1 vaga de garagem. <br><br><br>Localizada na Rua Alameda das Borboletas, próximo a restaurantes, padarias, supermercados, academias, pet shops, a 5 minutos da UniFanor e 10 minutos da Praia do Futuro.<br><br><br>Agende uma visita pelo nosso WhatsApp Comercial: .<br><br><br>Adriano Freire Imóveis<br><br><br> <br><br><br>Atualizado em","Casa com 2 quartos, garagem, na Cidade 2000 - CA7437",HOME,1.0,1.0,1.0,RESIDENTIAL,2.0,Cidade 2000,-3.74949,-38.474212,0,1550,0
1,[],297.0,O ponto comercial/loja/box está localizado no bairro Centro com 297 metros quadrados e 1 banheiro.<br>Observação: Seguro anual contra incêndio é obrigatório.,Ponto comercial/Loja/Box para aluguel com 297 metros quadrados em Centro - Fortaleza - CE,BUSINESS,0.0,0.0,0.0,COMMERCIAL,0.0,Centro,-3.732419,-38.528611,0,4000,4332
2,['SERVICE_AREA'],50.0,"Apartamento compacto, com 50m², localizado na rua Gustavo Sampaio, a poucos metros das avenidas Bezerra de Menezes e José Jatahy, próximo ao Big Bompreço e à Secretaria Executiva Regional I. Imóvel com quarto, sala, cozinha, área de serviço, banheiro social e piso de cerâmica. Agende agora mesmo sua visita!",FORTALEZA - Apartamento Padrão - ALAGADIÇO,APARTMENT,0.0,0.0,0.0,RESIDENTIAL,1.0,Parque Araxá,-3.7304512,-38.5217989,0,600,0
3,[],250.0,"O galpão/depósito/armazém está localizado no bairro Messejana tem 250 metros quadrados e 2 banheiros<br><br>Recepção, Sala.",Galpão/Depósito/Armazém para aluguel tem 250 metros quadrados em Messejana - Fortaleza - CE,SHED_DEPOSIT_WAREHOUSE,0.0,0.0,0.0,COMMERCIAL,0.0,Messejana,-3.828752,-38.504323,0,2800,0
4,"['DEPOSIT', 'GARAGE']",605.0,"(PR1889) Prédio comercial com 605 m², localizado na Aldeota contendo estacionamento privativo com 08 vagas, recepção, sala de espera, 02 andares, 14 Salas, 08 Wcs, Área de circulação, Varanda, Hall de Acesso e Jardim de Inverno. Prédio Comercial bem localizado próximo das principais Avenidas da Capital. Ponto de Referência: Próximo ao Mercado São Luiz, Próximo a Funasa, Próximo a Praça Luiz Távora, Próximo ao Shopping Del Paseo.<br><br>Nossa equipe está a sua disposição! Quer alugar um imóvel? Entre em contato com nosso setor de locação: (Whatsapp) <br><br>Quer comprar um Imóvel? Entre em contato com nosso setor de vendas: (WhatsApp). <br><br>É proprietário, tem imóvel para vender ou alugar? Entre em contato com nosso setor de captação: (Whatsapp) <br><br>Siga nossas redes sociais: Instagram: @setaimobiliaria FaceBook: /setaimobiliaria IMÓVEIS? SIGA A SETA! Rua Barão de Aratanha, 1184 – Fátima – Fortaleza/CE",(PR1889) PRÉDIO COMERCIAL 14 SALAS,COMMERCIAL_BUILDING,8.0,0.0,0.0,COMMERCIAL,14.0,Aldeota,-3.73325,-38.506979,0,10500,16935
5,"['KITCHEN', 'HOME_OFFICE']",100.0,"PC450- Imobiliária Luiz Rêgo aluga ponto comercial próximo ao cometa com:<br><br>2 escritórios / 2 salões / 3 banheiros / espaço para 5 carros.<br><br>Seguro Incêndio R$ 696,63( anual )<br><br>Alugamos com fiador ou caução.<br><br>Para maiores informações: ou pelo WhatsApp / . -",PC450- Aluga Ponto comercial n Aldeota próximo ao Supermercado Cometa.,BUSINESS,5.0,0.0,0.0,COMMERCIAL,0.0,Aldeota,-3.739822,-38.51679,0,2500,139
6,"['KITCHEN', 'SERVICE_AREA']",45.0,"Apartamentos novos no Guajiru, a poucos metros do ISGH (Instituto de Saúde e Gestão Hospitalar).<br><br>Apartamento 01 quarto, 45m², sala, cozinha, área de serviço, 01 banheiro, sem vaga de garagem.<br><br>INFORMAÇÕES: <br> -","Apartamento com 1 dormitório para alugar, 45 m² - Guajiru - Fortaleza/CE",APARTMENT,0.0,0.0,0.0,RESIDENTIAL,1.0,Guajiru,-3.832776,-38.476466,0,450,0
7,['COPA'],25.0,"Oportunidade para quem está em busca de loja para iniciar ou ampliar sua rede de negócios em região estratégica na cidade. Fica na Av. Barão de Studart, corredor comercial de grande importância em Fortaleza, a poucos metros Av. Antônio Sales, próxima ao Carrefour Hipermercado. Imóvel com 25m², salão de loja, banheiro privativo, copa e piso em granito. Agende sua visita e aproveite a oportunidade!",FORTALEZA - Loja de Shopping/Centro Comercial - ALDEOTA,COMMERCIAL_PROPERTY,0.0,0.0,0.0,COMMERCIAL,0.0,Meireles,-3.7304512,-38.5217989,280,1100,0
8,[],48.0,"Excelente ponto comercial para locaçãono Carlito Pamplona<br>Av. Francisco Sá, 3453, loja 02, Carlito Pamplona<br>4m de frente por 12 de fundo + banheiro grande<br>Próximo ao Atacadão.<br>Ideal para qualquer tipo de comércio. <br>Valor R$ 1.100,00<br>Garantia – 2 cauções",Alugo ponto comercial na Avenida Francisco Sá,BUSINESS,0.0,0.0,0.0,COMMERCIAL,0.0,Carlito Pamplona,-3.718131,-38.555937,0,1100,0
9,['SERVICE_AREA'],90.0,"Apartamento no bairro Joaquim Távora, a poucos passos do Parque Rio Branco, bem próximo às avenidas Pontes Vieira e Soriano Albuquerque. Imóvel com 90m², 3 quartos, sendo 1 suíte, sala, cozinha, área de serviço, banheiro social, dependência para empregada, piso de cerâmica e 1 vaga na garagem. Agende já sua visita!",FORTALEZA - Apartamento Padrão - JOAQUIM TÁVORA,APARTMENT,1.0,1.0,1.0,RESIDENTIAL,3.0,Joaquim Távora,-3.7304512,-38.5217989,250,1100,0
10,[],728.0,"Ótimo terreno com 02 frentes, área de 728m²,todo murado e plano, servindo para diversas atividades. A poucos metro da Av. Silas Munguba(Dedé Brasil). Agende sua visita ao local, analisamos todos os tipos de projeto com a possibilidade de carência","Terreno para aluguel, Fortaleza/CE",COMMERCIAL_ALLOTMENT_LAND,0.0,0.0,0.0,COMMERCIAL,0.0,Boa Vista,-3.7304512,-38.5217989,0,2000,0
11,[],40.0,"Oportunidade pra você que busca iniciar ou ampliar seu negócio. Sala disponível para locação no Edifício comercial Maria dos Anjos, localizado na rua Pereira Filgueiras, esquina com a Av. Barão de Studart. A região possui intenso fluxo de pessoas e é importante polo econômico na cidade. O imóvel tem 40m², possui 1 banheiro e conta com o estacionamento frontal para clientes disponibilizado pelo empreendimento. Agende sua visita e aproveite o ótimo custo/benefício!",FORTALEZA - Conjunto Comercial/sala - ALDEOTA,COMMERCIAL_PROPERTY,0.0,0.0,0.0,COMMERCIAL,0.0,Centro,-3.7304512,-38.5217989,386,750,0
12,[],60.0,Sala; <br>-02 quartos (sendo 01 suíte); <br>-Banheiro Social; <br>-Cozinha; <br>-Área de Serviços; <br>-Garagem; <br>-58m²,Apartamento para aluguel com 58 metros quadrados com 2 quartos em Cristo Redentor - Fortaleza - CE,APARTMENT,1.0,1.0,1.0,RESIDENTIAL,2.0,Henrique Jorge,-3.757109,-38.586706,60,780,0
13,"['KITCHEN', 'SERVICE_AREA']",88.0,"IMÓVEL: Sala, varanda, 03 quartos com armários (sendo 2 suíte), armários, cozinha, área de serviço e 1 vaga de garagem no pilotis. Posição Nascente. Imóvel no 4º andar, escada.<br><br>CONDOMÍNIO: Até o momento água (incluso no valor do condomínio) e gás encanado (botijão), quadra poliesportiva, parque infantil, praça.<br>Valor condomínio: R$ 370,00 REF.: 02/2021.<br>São permitidos animais de pequeno porte no condomínio.<br><br>LOCALIZAÇÃO: Av. dos Expedicionários, nº 5405, próximo a ETUFOR. -","Apartamento com 3 dormitórios para alugar, 87 m² por R$ 900,00/mês - Montese - Fortaleza/CE",APARTMENT,1.0,2.0,2.0,RESIDENTIAL,3.0,Montese,-3.767182,-38.541568,370,900,27
14,"['BARBECUE_GRILL', 'DEPOSIT', 'PARTY_HALL', 'INTERNET_ACCESS', 'WATCHMAN']",48.0,"EXCELENTE APARTAMENTO PRÓXIMO AO DETRAN DA MESSEJANA, DISPONDO DE 2 QUARTOS, BANHEIRO SOCIAL, SALA DE ESTAR/JANTAR, COZINHA, ÁREA DE SERVIÇO E UMA VAGA DE GARAGEM. CONDOMÍNIO RESIDENCIAL JARDINS COM PORTARIA 24H E SALÃO DE FESTAS. ÁGUA E GÁS INCLUSO NO VALOR DO CONDOMÍNIO.","EXCELENTE APARTAMENTO PRÓXIMO AO DETRAN DA MESSEJANA, DISPONDO DE 2 QUARTOS, BANHEIRO SOCIAL, SALA D",APARTMENT,1.0,0.0,0.0,RESIDENTIAL,2.0,Messejana,-3.824218,-38.492835,350,600,0
15,['PETS_ALLOWED'],31.0,2 cômodos com banheiro.,Quitinete para alugar em Álvaro Weyne - Fortaleza/CE,APARTMENT,0.0,0.0,0.0,RESIDENTIAL,2.0,Álvaro Weyne,-3.715027,-38.561871,0,400,0
16,[],20.0,"O apartamento está localizado no bairro Jacarecanga tem 20 metros quadrados com 1 quarto e 1 banheiro, sala, cozinha e área de serviço.<br>(Água incluso, energia individual).",Apartamento para aluguel com 20 m² em Jacarecanga - Fortaleza - CE,APARTMENT,0.0,0.0,0.0,RESIDENTIAL,1.0,Jacarecanga,-3.720189,-38.549163,0,450,0
17,[],25.0,"Ótima localização, próximo Av.Pontes Vieira! <br><br>1 cômodo com banheiro sem condomínio,Térreo.<br>Proximo a Av. Pontes Vieira.",Quitinet co preço popular no Tauape!!!,APARTMENT,0.0,0.0,0.0,RESIDENTIAL,1.0,São João do Tauape,-3.755131,-38.514436,0,300,0
18,[],35.0,"Sala comercial no segundo andar do Centro Empresarial Mendonça Aguiar na Aldeota, prédio de esquina com a Rua Barão de Aracati, a um quarteirão da Praça Luiza Távora.<br><br>35m² com despensa e lavabo.<br><br>Endereço: Av. Santos Dumont, 1343 - Aldeota<br>CEP: 60150-162<br><br>Última Taxa de Condomínio Informada: R$ 382,00<br><br>Agende sua visita! -","SA0015 - Sala para alugar, 35 m² por R$ 800/mês - Aldeota - Fortaleza/CE",OFFICE,0.0,0.0,0.0,COMMERCIAL,0.0,Aldeota,-3.731612,-38.5117,425,800,0
19,['PETS_ALLOWED'],150.0,A casa no bairro Joaquim Távora possui 150 metros quadrados com 6 quartos sendo 2 suites e 3 banheiros<br><br>Rua carlos Vasconcelos 2723,Casa para aluguel com 150 m2 com 6 quartos em Joaquim Távora - Fortaleza - Ceará,HOME,4.0,2.0,2.0,COMMERCIAL,6.0,Joaquim Távora,-3.745643,-38.514879,0,2500,0
20,"['BALCONY', 'KITCHEN', 'SERVICE_AREA']",56.0,"Por que esperar quando você pode morar nesta maravilhosa casa com 2 quartos, a poucos metros da Avenida G?<br><br>- varanda<br>- sala<br>- banheiro social<br>- cozinha<br>- área de serviço<br><br>* Imóvel Primeira Locação <br><br>Não perca a oportunidade de estar localizado próximo ao Polo de Lazer do José Walter, academia, restaurantes, supermercado, entre outros.<br><br>Agende uma visita e confira agora mesmo.","Casa para aluguel, 2 quartos, Prefeito José Walter - Fortaleza/CE",HOME,0.0,0.0,0.0,RESIDENTIAL,2.0,Prefeito José Walter,-3.7304512,-38.5217989,0,550,548
21,[],400.0,"O prédio/edifício inteiro está localizado no bairro Rodolfo Teófilo com 400 metros quadrados com 5 consultórios médico e odontológico.<br>- Recepção, área de espera, copa<br>- 5 consultórios<br>- Equipada com diversos aparelhos para exames, raio X, diagnósticos<br>- Climatizada com vários ar condicionados<br>- Localização excelente, próximo ao Hospital das Clinicas, Hemoce, Av José Bastos<br>Só entrar e usar",VENDO OU ALUGO Clínica pronta pra uso 5 Consultórios,BUILDING,3.0,3.0,3.0,COMMERCIAL,5.0,Rodolfo Teófilo,-3.753755,-38.55528,0,6000,0
