,amenities,usableAreas,description,title,unitTypes,parkingSpaces,suites,bathrooms,usageTypes,bedrooms,neighborhood,lat,lon,condoFee,rentPrice,iptu
48,"['GATED_COMMUNITY', 'PETS_ALLOWED', 'GARDEN', 'PLAYGROUND', 'PARTY_HALL', 'AMERICAN_KITCHEN', 'ELECTRONIC_GATE']",48.0,"Excelente apartamento no Cambeba!<br>Com 2 quartos, ampla sala, WC social, cozinha americana e área de serviço.<br><br>Condomínio com salão de festas, deck, churrasqueira, quadra poliesportiva e playground.<br><br>Ótima localização, próximo a Avenida Ministro José Americo e Av Frei Cirilo.",Apartamento para aluguel possui 48 metros quadrados com 2 quartos em Messejana - Fortaleza - CE,APARTMENT,1.0,0.0,0.0,RESIDENTIAL,2.0,Messejana,-3.81383,-38.494396,292,750,0
55,"['POOL', 'BARBECUE_GRILL', 'ELEVATOR', 'AIR_CONDITIONING', 'SERVICE_AREA', 'GOURMET_BALCONY', 'SPORTS_COURT', 'HOME_OFFICE', 'KITCHEN', 'DEPOSIT', 'INTERCOM', 'SAUNA']",319.0,"Edifício Casa Rosa, requinte e luxo, com uma área privativa de 317 metros, com 2 suítes sendo uma com dois closet, 5 vagas.<br>Apartamento de alto padrão, 1 por andar,<br>A suíte máster possui um belo closet.<br>Cozinha projetada com despensa, área de serviço e dependência completa de empregada, água quente, piso granito, 05 vagas de garagem.<br>Empreendimento com a qualidade C. Rolim Engenharia, com projeto arquitetônico de Jaime Leitão.<br>Edifício com 23 andares, lazer completo e toda a comodidade do bairro do Meireles, próximo do Shopping Aldeota, Praça Portugal, Hospital Monte Klinikum, bancos, Unichristus, Av. Dom Luís, lojas, restaurantes, padarias, supermercados entre muitos outros.<br>Empreendimento completo, que conta com toda a segurança, portão eletrônico, portaria 24hs., piscina infantil e adulto, playground, fitness equipado com aparelhos Reebok, quadra poliesportiva, praça de convivência, salão de festas, salão de jogos, hall social decorado, mezanino.<br><br>Na opção de locação, existe a possibilidade de ser colocado a mobília solta. -","Apartamento, 319 m² - venda por R$ 3.200.000,00 ou aluguel por R$ 15.000,00/mês - Meireles - Fortale",APARTMENT,5.0,2.0,2.0,RESIDENTIAL,2.0,Meireles,-3.732088,-38.495114,3500,15000,832
58,[],990.0,"Terreno para alugar no Parque Manibura com 33mx30m.<br><br>Próximo ao Campo do Gremio e Manibura, Restaurante Tia Santa, Espaço Monica Maia, Funerária Anjo da Guarda, Mercadinho o Português, Igreja São Francisco Gabriel, Smart Tênis, Panificadora Pão da Vida, Supermercado Carnaúba, Ultragaz, Colégio Anderline Costa.<br><br>Siga nossas Redes Sociais<br>Instagram: @antonionetoimoveis<br>YouTube: Imobiliária Antônio Neto Imóveis<br>AGENDE SUA VISITA! -",Terreno para alugar no Parque Manibura - Fortaleza/CE - Próximo ao Campo do Grêmio e Manibura,RESIDENTIAL_ALLOTMENT_LAND,0.0,0.0,0.0,RESIDENTIAL,0.0,Parque Manibura,-3.785064,-38.487897,0,3000,0
61,['PETS_ALLOWED'],16.0,"Alugue rápido e fácil. Kitnet com ótima localização na av. 13 de maio em frente ao IFCE e a UFC no Bairro de Fátima, próximo a Escolas, faculdades, bancos, restaurantes, lanchonetes, supermercados, parada de ônibus na frente do prédio.<br><br>OBS.: Água e luz inclusos no aluguel.<br><br>Perto de tudo o que você precisa e com tudo o que você merece! <br><br>Marque já uma visita! <br><br>Fone: <br><br>WhatsApp:","Quitinete c/ água e luz inclusos. Bom acabamento, 1 quarto e banheiro no Bairro de Fátima",APARTMENT,0.0,0.0,0.0,RESIDENTIAL,1.0,Fátima,-3.7304512,-38.5217989,0,420,0
62,[],50.0,O apartamento está localizado no bairro Jacarecanga com 50 metros quadrados com 1 quarto e 1 banheiro,Apartamento para aluguel com 50 metros quadrados com 1 quarto em Jacarecanga - Fortaleza - CE,APARTMENT,0.0,0.0,0.0,RESIDENTIAL,1.0,Jacarecanga,-3.71896,-38.545393,0,780,0
63,"['PARTY_HALL', 'GATED_COMMUNITY', 'ELECTRONIC_GATE', 'AIR_CONDITIONING']",100.0,"na melhor localização do cocó,em frente á praça,com lazer,segurança e facil acesso aos serviços e comercio da 2000.Apto 100m com 3 quartos(1 suite) com armarios,sala com varanda,cozinha com despensa,área de serviço e dependencia.predio com 3 andares.apto 1º andar,escada. 1 vaga pilotís. visitas com ihone991.218.289",3 quartos em Cocó,APARTMENT,1.0,1.0,1.0,RESIDENTIAL,3.0,Cocó,-3.746686,-38.471204,660,1200,120
64,['BACKYARD'],80.0,"ALUGO CASA A POUCOS METROS DO SHOPPING BENFICA, COM 02 QUARTOS, SENDO 1 SUÍTE, BANHEIRO SOCIAL, SALA, COZINHA E ÁREA DE SERVIÇO E QUINTAL.","ALUGO CASA A POUCOS METROS DO SHOPPING BENFICA, COM 02 QUARTOS, SENDO 1 SUÍTE, BANHEIRO SOCIAL, SALA",HOME,1.0,1.0,1.0,RESIDENTIAL,2.0,Benfica,-3.737514,-38.537378,0,1000,0
65,[],3000.0,"Terreno para alugar no ENGENHEIRO LUCIANO CAVALCANTE com 3.000m².<br><br>Próximo ao Campo do Grêmio do Grémio e Manibura, Praça Lourdinha Campos, TRE, Instituto Estite Gestão de Carreira, Escola de Natação, Academia 100 Livre, Attento Engenharia, Restaurante Tia Santa.<br><br>Siga nossas Redes Sociais<br>Instagram: @antonionetoimoveis<br>YouTube: Imobiliária Antônio Neto Imóveis<br>AGENDE SUA VISITA! -",Terreno para alugar no Engenheiro Luciano Cavalcante - Fortaleza/CE,RESIDENTIAL_ALLOTMENT_LAND,0.0,0.0,0.0,RESIDENTIAL,0.0,Engenheiro Luciano Cavalcante,-3.782683,-38.487128,0,12000,0
68,"['GATED_COMMUNITY', 'GARDEN']",85.0,"Excelente apartamento no<br>Condomínio Village Água Fria - Bairro Edson Queiroz.<br><br>Andar térreo, com 85m2. 03 dormitórios sendo 01 suíte, sala, cozinha, banheiro social, área de serviço e quintal. 01 vaga coberta.<br><br>Próximo do Fórum Clóvis Beviláqua, UNIFOR, INSS, Shopping Iguatemi, Via Sul, Cartório Martins, Supermercados, farmácias. <br>Agende sua visita!<br>#grupoimóveisceará #Duettimoveis","Apartamento Térreo, Condomínio Village Água Fria Edson Queiroz - Fortaleza - Ceará",APARTMENT,1.0,1.0,1.0,RESIDENTIAL,3.0,Edson Queiroz,-3.776288,-38.472649,230,700,0
69,"['POOL', 'FURNISHED', 'BARBECUE_GRILL', 'ELEVATOR', 'GATED_COMMUNITY', 'GYM', 'PETS_ALLOWED', 'AIR_CONDITIONING', 'GARDEN', 'PLAYGROUND', 'PARTY_HALL', 'CONCIERGE_24H', 'LAUNDRY', 'PATROL', 'GAMES_ROOM', 'SAUNA', 'SPA', 'ELECTRONIC_GATE']",52.0,"O apartamento é um compacto de luxo e está localizado no bairro Nobre Meireles possui 52 metros quadrados com 2 quartos e 1 banheiro e ampla varanda com vista mar.<br>Possui academia, área verde de jardim, parquinho com diferentes brinquedos, salão para festas e eventos.<br>Vai lhe possibilitar curtir os dias mais quentes na piscina, todo o conforto do ar condicionado nos dias mais quentes. Espaço reservado para preparar o seu churrasco.<br>Elevador para mais praticidade no dia-a-dia.<br>Fica em um condomínio fechado.<br>Já tem os móveis incluídos.",Apartamento para aluguel e venda tem 52 metros quadrados com 2 quartos em Meireles - Fortaleza - CE,APARTMENT,1.0,0.0,0.0,RESIDENTIAL,2.0,Meireles,-3.726498,-38.499654,577,4500,960
70,"['KITCHEN', 'DEPOSIT', 'LAUNDRY', 'SERVICE_AREA']",275.0,"Casa térrea com 275 metros quadrados excelente para quem quer morar próximo ao centro.<br>Também fica próximo à shoppings e universidades.<br><br>Apenas à 5 minutos à pé do Shopping Benfica, 5 minutos de carro do colégio Christus, 4 quadras da Universidade Federal do Ceará, próximo à igrejas, 10 minutos à pé da praça da Gentilândia, e 3 quadras de restaurantes varios bares 3 restaurantes.<br><br>Imóvel central, em uma região de fortaleza que o crescimento é contínuo. -","Casa com 5 dormitórios para alugar, 275 m² por R$ 2.000,00/mês - Benfica - Fortaleza/CE",HOME,0.0,2.0,2.0,RESIDENTIAL,5.0,Benfica,-3.7304512,-38.5217989,0,2000,0
71,[],280.0,"ÓTIMO IMÓVEL LOCALIZADO EM UM BAIRRO RESIDENCIAL,COMPOSTO POR QUATRO CARTOS SENDO DUAS SUITES, UM LAVABLO, COZINHAS, COPA GOURMAND, UMA COPA, UMA DEPENDÊNCIA DE EMPREGADA COMPLETA, DUAS SALAS INTERNAS, QUARTO COM SUITE PARA JARIDNEIRO, GARAGEM PARA TRÊS CARROS, CANIL. -","Casa com 4 dormitórios para alugar, 280 m² por R$ 4.950,00 - Dionisio Torres - Fortaleza/CE",HOME,3.0,2.0,2.0,RESIDENTIAL,4.0,Dionisio Torres,-3.746834,-38.50872,0,4950,0
72,"['GATED_COMMUNITY', 'CONCIERGE_24H', 'PETS_ALLOWED']",90.0,Apartamento para venda possui 90 metros quadrados com 3 quartos em Montese - Fortaleza - CE<br>O apartamento no bairro Montese tem 90 metros quadrados com 3 quartos sendo 1 suite e 2 banheiros está em um condomínio protegido por grades.,Apartamento Montese,APARTMENT,1.0,0.0,0.0,RESIDENTIAL,3.0,Montese,-3.765286,-38.551146,520,800,420
73,[],26.0,"Com área aproximada de 25m². Composta de: Sala/Quarto, Banheiro e Pequena Área de Serviço.<br><br>Entrada pela Rua Azevedo Bolao, 70<br><br>VILA BEATRIZ SIQUEIRA, 06 - cód. 000777","Kitnet com 1 Quarto para Alugar, 25 m² por R$ 380/Mês em Parque Araxá",HOME,0.0,0.0,0.0,RESIDENTIAL,1.0,Parque Araxá,-3.733876,-38.545707,0,380,0
75,"['KITCHEN', 'BACKYARD', 'SERVICE_AREA']",137.0,CA435- Imobiliária Luiz Rêgo alga casa no Centro com :<br><br>sala / varanda / 3 quartos / cozinha / banheiro social / dependência / área de serviço / quintal.<br><br>Alugamos com fiador ou caução.<br><br>Para maiores informações ou pelo WhatsApp . -,CA435 - Aluga casa no centro com 2 quartos e 1 vaga.,HOME,0.0,0.0,0.0,RESIDENTIAL,3.0,Centro,-3.731868,-38.520854,0,1400,126
76,['SERVICE_AREA'],40.0,"APARTAMENTO DE 40 m² COM 02 QUARTOS (01 SUÍTE), SALA, WC SOCIAL, COZINHA E ÁREA DE SERVIÇO. PRÓXIMO A IGREJA NOSSA APARECIDA E SHOPPING MONTESE","(AP0855)Apto para locação, Montese, Fortaleza.",APARTMENT,0.0,1.0,1.0,RESIDENTIAL,2.0,Montese,-3.76774,-38.55006,0,530,0
77,"['ELEVATOR', 'GATED_COMMUNITY', 'GYM', 'PETS_ALLOWED', 'GARDEN', 'PLAYGROUND', 'PARTY_HALL', 'CONCIERGE_24H']",110.0,"O apartamento está localizado no bairro Aldeota próximo ao shopping aldeota tem 110 metros quadrados com 3 quartos sendo 1 suite e 3 banheiros, sala, varanda, cozinha e área de serviço, 2 vagas de garagem. Ótima localização, proximo ao shopping aldeota, vc pode fazer tudo a pé.<br>Possui área de fitness, jardim, área de brinquedo para as crianças, espaço para festas. Está em um condomínio protegido por grades.<br>Elevador que garante o transporte das suas malas e compras.",Apartamento para alugar com 110 metros quadrados com 3 quartos em Aldeota - Fortaleza - CE,APARTMENT,2.0,1.0,1.0,RESIDENTIAL,3.0,Aldeota,-3.735348,-38.494673,1030,1700,96
80,"['POOL', 'BARBECUE_GRILL', 'BALCONY', 'AIR_CONDITIONING', 'SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL', 'KITCHEN_CABINETS', 'SAUNA']",48.0,"Apartamento em condomínio com área de lazer completa no bairro Messejana, localizado rua Coronel João de Oliveira, a poucos metros da Av. Washington Soares e bem próximo ao Liceu e ao Hospital de Messejana. Imóvel compacto, com 48m², 2 quartos, sendo 1 suíte, sala, varanda, cozinha com armário, área de serviço, banheiro social, piso de cerâmica, 1 ar condicionado, piso de cerâmica e 1 vaga na garagem. O condomínio oferece diversas opções para o lazer, como piscina, academia, churrasqueira, playground, salão de festas, sauna e campo de futebol. Aproveite o custo/benefício e agende já sua visita!",FORTALEZA - Apartamento Padrão - MESSEJANA,APARTMENT,1.0,1.0,1.0,RESIDENTIAL,2.0,Messejana,-3.7304512,-38.5217989,350,1000,0
81,['KITCHEN'],150.0,"Apartamento com 150m², cozinha com amplo espaço, 4 quartos sendo 1 suíte, WC Social, 2 vaga de garagem.<br><br>End.: Av. Antonio Justa, 2970 apto. 201 Bl. Scorpion / Meireles.<br><br>Agende sua visita! -","Apartamento com 4 dormitórios para alugar, 150 m² por R$ 1.500,00/mês - Meireles - Fortaleza/CE",APARTMENT,2.0,1.0,1.0,RESIDENTIAL,4.0,Meireles,-3.7304512,-38.5217989,700,1500,0
83,[],140.0,"ÁREA GARAGEM, SALA, 02 QUARTOS,SALA DE JANTAR, COZINHA, BANHEIRO SOCIAL E ÁREA DE SERVIÇO (BANHEIRO EXTERNO AO LADO DA ÁREA DE SERVIÇO)",SEU IMÓVEL ESTÁ AQUI!,HOME,0.0,0.0,0.0,RESIDENTIAL,2.0,Parquelândia,-3.736463,-38.553548,0,900,0
84,"['KITCHEN', 'BALCONY', 'PLAYGROUND', 'SPORTS_COURT', 'GOURMET_BALCONY']",80.0,"EXCELENTE APARTAMENTO PARA LOCAÇÃO NO MONTESE Ref.: 10203<br><br>Agradável apartamento de 80m² com ampla sala de estar e jantar em L com varanda, 03 quartos sendo 01 suíte, banheiro social, 03 quartos, sendo 01 suíte, cozinha com área de serviço e 01 vaga!<br> <br>O imóvel contém mobília presente conforme apresentado nas fotos!<br><br>Condomínio conta com portaria 24h, área verde com jardim e árvores e pracinha, quadra poliesportiva e playground!<br><br>Conta com infraestrutura de Supermercados, escolas, Malls, farmácias, e fácil acesso a faculdades, bancos, restaurantes e comércio em geral!<br><br>Valor de aluguel: R$ 900,00<br>Valor de condomínio: R$ 400,00<br><br><br><br> As informações estão sujeitas a alterações. Consulte o corretor responsável.<br><br><br>-- Atualizado em: :04",Apartamento Padrão para Aluguel em Montese Fortaleza-CE - 10203,APARTMENT,1.0,1.0,1.0,RESIDENTIAL,3.0,Montese,-3.7304512,-38.5217989,400,900,0
86,[],80.0,"Imobiliária Nossolar Ltda ALUGA ótima casa no Pan-Americano, na Rua Goiás, 828 Altos.<br><br>O imóvel possui as seguintes características: Varanda, sala, sala de janta, cozinha americana, 02(dois) quartos, banheiro social, área de serviço e mais uma varanda nos fundos.",Ótima casa! 2 quartos em Pan Americano - Fortaleza - CE,HOME,0.0,0.0,0.0,RESIDENTIAL,2.0,Pan Americano,-3.756184,-38.564238,0,800,0
89,"['INTERCOM', 'KITCHEN']",45.0,"Montese - Apto 50 m² 2 quartos, WC, sala, cozinha Cód. 118)<br><br>Ótimo Apartamento, 50 m², 2 quartos, WC, sala, cozinha, piso em cerâmica. <br>Em cima da Farmácia EXTRA-FARMA da Rua Alberto Magno, próximo as Lojas Alves.<br>OBS: NÃO HÁ VAGAS PARA CARRO / PROIBIDO ANIMAIS DE ESTIMAÇÃO.<br><br>Aluguel: R$ 750,00<br><br>- Rua Alberto Magno, 521 - Apto 11 - Montese (Cód. 118)<br><br>Ligue agora e marque uma visita com um de nossos corretores: / WhatsApp","APARTAMENTO para aluguel, 2 quartos, MONTESE - FORTALEZA/CE",APARTMENT,0.0,0.0,0.0,RESIDENTIAL,2.0,Bom Futuro,-3.7304512,-38.5217989,0,750,289
90,[],30.0,"O apartamento está localizado no bairro Cambeba, tem 30 metros quadrados com 1 quarto, 1 banheiro sala, e cozinha americana. <br>Móveis projetados no quarto, banheiro e cozinha.",Apartamento para aluguel possui 30 metros quadrados com 1 quarto em Cambeba - Fortaleza - CE,APARTMENT,1.0,0.0,0.0,RESIDENTIAL,1.0,Cambeba,-3.815246,-38.490479,25,650,0
91,"['KITCHEN', 'GOURMET_BALCONY', 'GARAGE', 'BACKYARD', 'SERVICE_AREA']",370.0,"Casa solta, no bairro Centro em Fortaleza / CE, próximo ao Cometa Supermecados a casa foi recém reformada e já se encontra no ponto para se mudar, sua localização é calma e tranquilo, possui um ambiente bastante espaçoso podendo ser utilizado tanto de forma residencial quanto comercial.<br><br><b>Informação da Casa:</b><br> - 370m² - Vaga de garagem para até 3 carros - Sala de estar e jantar integradas - Lavabo - Cozinha no estilo americano - Área de serviço - D.C.E - Acesso de Serviço pela lateral - Despensa - Quintal - 4 Suítes - 4 Banheiros <br> Acessório individualizado: Seguro residencial contra incêndio obrigatório.<br><br><br><br>Para saber mais sobre essa casa entre em contato com um de nossos corretores.","Casa em Centro - Fortaleza, CE",HOME,3.0,4.0,4.0,RESIDENTIAL,4.0,Centro,-3.7304512,-38.5217989,0,3390,135
92,"['POOL', 'BARBECUE_GRILL', 'ELEVATOR', 'GATED_COMMUNITY', 'SERVICE_AREA', 'SPORTS_COURT', 'KITCHEN', 'LAUNDRY']",54.0,"Condomínio Inovatto - Parque Del Sol<br><br>Excelente localização para quem busca conforte, comodidade e segurança, próximo a supermercados, posto de gasolina, padarias, fácil acesso pela Av. José Américo, BR-116, Av. Desembargador Gonzaga.<br><br>Apartamento com aproximadamente 54m² com sala, cozinha, varanda gourmet, 2 suítes sendo 1 reversível, 1 vaga de garagem.<br><br>Área de lazer com duas piscinas adulto com raias e duas piscinas infantis, 2 decks gourmet com choperia, salão de jogos decorado e equipado, salão de festa adulto e infantil.<br><br>Agende uma visita com um dos nossos especialistas!<br><br>(85) 4101.8585<br><br>(85) 98660.5835 -",Condomínio Inovatto - Parque Del Sol,APARTMENT,1.0,2.0,2.0,RESIDENTIAL,2.0,Cambeba,-3.7304512,-38.5217989,377,1900,0
93,['KITCHEN'],35.0,"Kitnet com 35 m², sala e cozinha, Wc Social, Varanda.<br><br>R$ 650,00<br><br>Para agendar visita entre em contato:<br>WhatsApp / . -",Kitnet com 1 dormitório para alugar por R$ 650/mês - Cidade 2000 - Fortaleza/CE,HOME,0.0,0.0,0.0,RESIDENTIAL,1.0,Cidade 2000,-3.7304512,-38.5217989,0,650,0
94,[],55.0,"Adriano Freire Imóveis aluga casa próximo ao Posto de Saúde da Cidade 2000. <br><br><br>Casa com 2 quartos, banheiro social, sala com cozinha americana, área de serviço. Altos, sem garagem.<br><br><br>Localização: Alameda das Crisadálias, a poucos metros do Super Lagoa. <br><br><br>Agende uma visita pelo nosso WhatsApp Comercial: . <br><br><br>Atualizado em","Casa com 2 quartos, na Cidade 2000 - CA7182",HOME,0.0,0.0,0.0,RESIDENTIAL,2.0,Cidade 2000,-3.75142,-38.474031,0,1000,0
95,"['SERVICE_AREA', 'BEDROOM_WARDROBE', 'KITCHEN_CABINETS', 'GATED_COMMUNITY', 'PETS_ALLOWED']",73.0,"ANDRADE JR. imóveis aluga<br><br>Apartamento nascente e espaçoso no bairro Montese. Apartamento de 74m², 02 quartos e 01 vaga de garagem.<br><br>Contato - ⑧⑤- ④①④①-⑥⓪⑥④ ⑨⑨①①③-①⑤⑨① (WApp)",Apartamento nascente e espaçoso no bairro Montese,APARTMENT,1.0,0.0,0.0,RESIDENTIAL,2.0,Montese,-3.7304512,-38.5217989,400,950,0
96,[],120.0,"AGUA: COM POÇO SEM CAGECE, 2 QUARTO(S),SALA DE ESTAR,SALA DE JANTAR, 1 SUÍTES, 1 VARANDA,FACHADA PRINCIPAL, 1 BANHEIRO SOCIAL,COZINHA","EXCELENTE CASA COM 3 QUARTOS, SENDO UMA SUÍTE, GARAGEM. LOCALIZADA NO CONJUNTO CEARÁ, PRÓXIMA AO HAP",HOME,0.0,1.0,1.0,RESIDENTIAL,3.0,Conjunto Ceará II,-3.771251,-38.599405,0,1100,0
97,"['ELEVATOR', 'PETS_ALLOWED', 'GARAGE', 'PARTY_HALL', 'NEAR_ACCESS_ROADS', 'NEAR_SCHOOL', 'NEAR_HOSPITAL', 'NEAR_SHOPPING_CENTER', 'NEAR_PUBLIC_TRANSPORT', 'SECURITY_24_HOURS']",60.0,"Com tranquilidade e comodidade todos os dias, é assim que você vive morando aqui. Localizado na Rua Delmiro de Farias, esse canto foi pensado justamente para você que deseja morar em um bairro central, próximo a tudo que você precisa no Damas. Encontre comércios, restaurantes, padarias, academias e metrô, próximo ao seu novo lar. O apartamento conta com uma área de 60m² e dispõe de 2 quartos, sendo 1 suíte. A sala é ampla e possui um banheiro social. O condomínio oferece segurança e comodidade para sua família viver tranquilamente. Gostou desse canto? não perca a chance, agende hoje mesmo sua visita com a 7Cantos.]]>",,APARTMENT,1.0,1.0,1.0,RESIDENTIAL,2.0,Damas,-3.750805,-38.546772,320,1200,100
98,"['POOL', 'BARBECUE_GRILL', 'ELEVATOR', 'BALCONY', 'AIR_CONDITIONING', 'SERVICE_AREA', 'GOURMET_BALCONY', 'KITCHEN', 'INTERCOM', 'ALARM_SYSTEM', 'CABLE_TV', 'SEA_VIEW', 'SAUNA']",53.0,"Ref.:1528 - Luxuosos aptos. para venda ou locação, sendo algumas Torres com frente e vista mar, com 53,44m² com 02 dorms. e 01 vg. e aptos. com 64,72 m² com 03 dorms., e 02 vgs., 06 elevadores, 32 andares, 02 piscinas, sendo 1 semi-olímpica com raia e cascata na Gruta das Flores; Bar de apoio com churrasqueira, forno para pizza, sanitários feminino e masculino e chuveiros;<br>Solarium mobiliado, Pista de cooper com aproximadamente 300m; Quadra poliesportiva; Fitness center interno e externo mobiliado; Academia de artes marciais e dança, que pode funcionar, também, como salão de festas e reuniões; Salão de jogos; Ampla área verde, com jardim suspenso cercado de palmeiras imperiais e caramanchões, no 5º andar; Playgrounds infantil e juvenil mobiliados, sempre a vista do mar. Os aptos. para locação o IPTU está incluso no aluguel, sendo que a Internet, água. luz e gás pertencem ao Locatário. Sem moveis nenhum, fotos ilustrativas do apto. modelo. -","Belíssimos aptos. para venda ou locação sem moveis, com 02 / 03 dorms. em diversos andares em Jacare",APARTMENT,1.0,1.0,1.0,RESIDENTIAL,2.0,Centro,-3.7304512,-38.5217989,196,1728,0
99,[],225.0,"CASA DUPLEX NO SÃO JOÃO DO TAUAPE!<br>Excelente duplex, sendo no térreo garagem para dois carros, 03 suítes, cozinha, área de serviço, sala de jantar, sala em L e varanda. Com armários, ventilado e ótima localização.","CASA NO SÃO JOÃO DO TAUAPE! Excelente duplex, sendo no térreo garagem para dois carros, 03 suítes, c",HOME,1.0,3.0,3.0,RESIDENTIAL,3.0,São João do Tauape,-3.756368,-38.514029,0,2000,0
1,['KITCHEN'],40.0,"MOBILIÁRIA FERNANDO FREITAS CRECI 0967-J<br><br>Ótimos Apartamentos 40 m² com 1 quarto,1 WC Social, Sala, Cozinha Piso em cerâmica, Área de Serviço. Próximo à Praça da Vila União.<br><br>- ALUGUEL R$ 370,00<br>- ÁGUA RATEADA MENSALMENTE NA FAIXA DE R$ 50,00 <br>- LUZ INDIVIDUAL<br>- LOCAÇÃO COM 2 CAUÇÕES.<br>- Rua Almirante Rufino, 128 - Vila União. (Cód.163)<br>- Ligue agora e marque uma visita com um de nossos corretores: / WhatsApp","Vila União Apto 40 m² 1 Quarto,1 Wc ,Sala , Cozinha. (Cód.163)",APARTMENT,0.0,0.0,0.0,RESIDENTIAL,1.0,Vila União,-3.7304512,-38.5217989,0,370,40
3,"['BARBECUE_GRILL', 'ELEVATOR', 'POOL']",210.0,"Edifício Domingos Cardoso Linhares<br><br>Rua Maria Tomásia, 1245, Bairro Aldeota, Fortaleza/CE - CEP 60150-170<br><br>Apartamento:<br><br>Área: 210,00 m2<br>4 Suítes;<br>Closet;<br>Cozinha;<br>DCE completa;<br>Despensa;<br>Sala ampla;<br>Piso granito;<br>Varanda circulando todas as suítes;<br>Armários (cozinha/suítes e banheiros);<br>4 Vagas de garagem.<br><br>Área Comum:<br>Salão de festas, Portaria eletrônica, Hall social, Elevadores, Central de gás e Grupo gerador.<br><br>Próximo à: Shopping, supermercado, vias de acesso, padaria, restaurante, salão de beleza, cafeteria, academia.<br><br>Para maiores informações, entre em contato:<br> (Fixo)<br> (WhatsApp)<br> -","Apartamento para alugar, 210 m² por R$ 3.200,00/mês - Aldeota - Fortaleza/CE",APARTMENT,4.0,4.0,4.0,RESIDENTIAL,4.0,Aldeota,-3.7304512,-38.5217989,1435,3200,0
4,['BALCONY'],45.0,"apartamentos novos de 1 e 2 quartos no coração do Dionísio Torres, na Joaquim Sá, 298, entre as Ruas José Vilar e Silva Paulet, próximo as avenidas Br. de Studart e Antônio Sales. Apartamento com sala, varanda, cozinha e banheiro com garagem para até 2 carros. <br>No coração do Dionísio Torres a poucos metros da Av. Barão de Studart, próximo de supermercados, academia, colágios e clínica. Água e luz undiv individualizados.<br> <br> ### SEM TAXA DE CONDOMÍNIO ###<br> <br> ### SEM FIADOR ###<br> <br> ### SEM BUROCRACIA ###","Apartamento para aluguel, 1 quarto(s), Fortaleza/CE",APARTMENT,2.0,1.0,1.0,RESIDENTIAL,1.0,Dionisio Torres,-3.7304512,-38.5217989,0,1000,0
5,[],125.0,"APARTAMENTO 125M², SALA, 03 QUARTOS (1 SUITE), W.C SOCIAL, COZINHA, ÁREA DE SERVIÇO, DEPENDÊNCIA COMPLETA, ÁRMARIOS, 01 VAGA DE GARAGEM, SALÃO DE FESTAS, CONDOMÍNIO DR. CARLOS ALBERTO, PRÓXIMO A AV. DOM LUÍS.","APARTAMENTO 125M², SALA, 03 QUARTOS (1 SUITE), W.C SOCIAL, COZINHA, ÁREA DE SERVIÇO, DEPENDÊNCIA COM",APARTMENT,1.0,1.0,1.0,RESIDENTIAL,3.0,Meireles,-3.733972,-38.487826,584,1500,0
6,"['KITCHEN', 'LAUNDRY', 'BACKYARD', 'SERVICE_AREA']",240.0,"IMÓVEL: No térreo: varanda, sala, 3 quartos (sendo 1 suíte), banheiro social, cozinha, área de serviço, dependência de empregada e quintal.<br>No andar superior (acesso pela garagem): sala, 1 quarto, cozinha e banheiro.<br>IMÓVEL PRECISA DE REFORMA.<br>São 4 vagas de garagem para carro pequeno, sendo 3 cobertas.<br><br>LOCALIZAÇÃO: Rua Peru, 666. Próximo a Av. Senador Carlos Jereissati. -","Casa com 4 dormitórios para alugar, 240 m² por R$ 1.300,00/mês - Parangaba - Fortaleza/CE",HOME,4.0,1.0,1.0,RESIDENTIAL,4.0,Itaoca,-3.773135,-38.551301,0,1300,33
8,"['BALCONY', 'NEAR_SHOPPING_CENTER', 'NEAR_ACCESS_ROADS']",65.0,"Apartamento para alugar no bairro Henrique Jorge, na Av. Fernandes Távora, próximo a Shopping Center, colégios, faculdades, farmácias, com aproximadamente 65m2 de área útil, 02 quartos, sendo uma suíte, sala, cozinha americana, varanda, grade de proteção, 02 banheiros.",Apartamento para alugar tem 65 metros quadrados no Henrique Jorge - Fortaleza - CE.,APARTMENT,0.0,1.0,1.0,RESIDENTIAL,2.0,Henrique Jorge,-3.761978,-38.582725,0,750,0
9,"['POOL', 'BARBECUE_GRILL', 'GATED_COMMUNITY', 'GARDEN', 'PARTY_HALL', 'SPORTS_COURT', 'BICYCLES_PLACE', 'CONCIERGE_24H', 'DISABLED_ACCESS', 'ELECTRONIC_GATE']",65.0,"O apartamento está localizado no bairro São João do Tauape possui 65 metros quadrados com 2 quartos sendo 1 suite e 1 banheiro<br>Possui jardim, espaço para festas.<br>Vai lhe possibilitar curtir os dias mais quentes na piscina, praticar diversos esportes na quadra poliesportiva.Churrasqueira para você aproveitar nos momentos de descontração.<br>Está em um condomínio protegido por grades.",Apartamento para aluguel tem 65 metros quadrados com 2 quartos,APARTMENT,1.0,1.0,1.0,RESIDENTIAL,2.0,São João do Tauape,-3.7304512,-38.5217989,300,750,0
